stock,date,average_sentiment_score,dominant_sentiment_average,bullish_articles,bearish_articles,neutral_articles,dominant_sentiment_majority,num_articles_fetched
TSLA,11/24/2022,0.128764497,bullish,8,1,9,neutral,18
BTC,11/24/2022,0.020210166,neutral,7,4,20,neutral,31
AAPL,11/25/2022,0.086063577,bullish,7,3,7,bullish,17
MSFT,11/25/2022,0.163774105,bullish,4,0,7,neutral,11
GOOGL,11/25/2022,0.109417989,bullish,11,1,6,bullish,18
AMZN,11/25/2022,0.068812201,bullish,4,5,3,bearish,12
NVDA,11/25/2022,0.167643785,bullish,5,1,1,bullish,7
META,11/25/2022,0.06088247,bullish,9,2,18,neutral,29
TSLA,11/25/2022,0.093367003,bullish,4,3,7,neutral,14
BTC,11/25/2022,0.071621386,bullish,10,2,17,neutral,29
AAPL,11/28/2022,0.020018227,neutral,4,4,11,neutral,19
MSFT,11/28/2022,0.078180708,bullish,4,2,7,neutral,13
GOOGL,11/28/2022,0.065942029,bullish,5,2,16,neutral,23
AMZN,11/28/2022,0.066851852,bullish,4,1,10,neutral,15
NVDA,11/28/2022,0.094005102,bullish,2,1,1,bullish,4
META,11/28/2022,0.032119391,neutral,8,7,14,neutral,29
TSLA,11/28/2022,-0.002708333,neutral,2,2,12,neutral,16
BTC,11/28/2022,0.061071348,bullish,11,3,16,neutral,30
AAPL,11/29/2022,0.058288355,bullish,7,3,14,neutral,24
MSFT,11/29/2022,0.132200126,bullish,8,2,6,bullish,16
GOOGL,11/29/2022,0.067701569,bullish,6,2,20,neutral,28
AMZN,11/29/2022,0.08251634,bullish,6,3,8,neutral,17
NVDA,11/29/2022,-0.177777778,bearish,0,2,1,bearish,3
META,11/29/2022,0.038960087,neutral,11,8,17,neutral,36
TSLA,11/29/2022,0.029186147,neutral,4,2,14,neutral,20
BTC,11/29/2022,0.08449016,bullish,12,3,19,neutral,34
AAPL,11/30/2022,0.087378513,bullish,8,3,13,neutral,24
MSFT,11/30/2022,0.118276515,bullish,6,1,9,neutral,16
GOOGL,11/30/2022,0.033522727,neutral,4,3,18,neutral,25
AMZN,11/30/2022,0.052910053,bullish,3,5,10,neutral,18
NVDA,11/30/2022,0.033333333,neutral,2,1,7,neutral,10
META,11/30/2022,0.054218718,bullish,12,4,19,neutral,35
TSLA,11/30/2022,0.085762386,bullish,6,1,11,neutral,18
BTC,11/30/2022,0.074285596,bullish,12,3,20,neutral,35
AAPL,12/1/2022,0.061630435,bullish,5,1,17,neutral,23
MSFT,12/1/2022,-0.010119048,neutral,2,2,10,neutral,14
GOOGL,12/1/2022,-0.018247694,neutral,2,4,17,neutral,23
AMZN,12/1/2022,0.05437037,bullish,4,3,8,neutral,15
NVDA,12/1/2022,0.074074074,bullish,2,0,7,neutral,9
META,12/1/2022,0.047005582,neutral,10,3,25,neutral,38
TSLA,12/1/2022,0.113357257,bullish,10,0,9,bullish,19
BTC,12/1/2022,0.036482196,neutral,8,1,28,neutral,37
AAPL,12/2/2022,0.116261058,bullish,8,0,15,neutral,23
MSFT,12/2/2022,0.009342919,neutral,4,1,9,neutral,14
GOOGL,12/2/2022,0.009536542,neutral,4,2,11,neutral,17
AMZN,12/2/2022,0.070222222,bullish,5,1,4,bullish,10
NVDA,12/2/2022,0.20952381,bullish,3,0,4,neutral,7
META,12/2/2022,0.052327912,bullish,10,1,26,neutral,37
TSLA,12/2/2022,0.121856061,bullish,13,1,6,bullish,20
BTC,12/2/2022,0.019955923,neutral,6,1,26,neutral,33
AAPL,12/5/2022,-0.013212816,neutral,2,3,13,neutral,18
MSFT,12/5/2022,0.123509824,bullish,4,2,7,neutral,13
GOOGL,12/5/2022,0.026324675,neutral,6,2,12,neutral,20
AMZN,12/5/2022,0.293333333,bullish,4,0,1,bullish,5
NVDA,12/5/2022,0.191666667,bullish,3,0,3,bullish,6
META,12/5/2022,0.014173554,neutral,5,2,15,neutral,22
TSLA,12/5/2022,0.009632035,neutral,2,2,7,neutral,11
BTC,12/5/2022,0.038648834,neutral,6,2,19,neutral,27
AAPL,12/6/2022,0.013840156,neutral,3,3,13,neutral,19
MSFT,12/6/2022,0.129264069,bullish,5,1,9,neutral,15
GOOGL,12/6/2022,0.032319953,neutral,9,3,10,neutral,22
AMZN,12/6/2022,0.222916667,bullish,4,0,4,bullish,8
NVDA,12/6/2022,0.081864802,bullish,4,1,8,neutral,13
META,12/6/2022,0.049319728,neutral,14,2,23,neutral,39
TSLA,12/6/2022,0.058333333,bullish,4,0,8,neutral,12
BTC,12/6/2022,0.049736051,neutral,11,3,22,neutral,36
AAPL,12/7/2022,0.064957265,bullish,7,4,15,neutral,26
MSFT,12/7/2022,0.042228956,neutral,4,0,11,neutral,15
GOOGL,12/7/2022,0.08791351,bullish,10,3,11,neutral,24
AMZN,12/7/2022,0.105555556,bullish,5,0,10,neutral,15
NVDA,12/7/2022,0.030582751,neutral,3,1,9,neutral,13
META,12/7/2022,0.023680049,neutral,12,4,27,neutral,43
TSLA,12/7/2022,0.091789322,bullish,7,0,14,neutral,21
BTC,12/7/2022,0.065260438,bullish,12,4,15,neutral,31
AAPL,12/8/2022,0.132904942,bullish,14,3,15,neutral,32
MSFT,12/8/2022,0.040451178,neutral,4,0,11,neutral,15
GOOGL,12/8/2022,0.088969156,bullish,9,4,15,neutral,28
AMZN,12/8/2022,0.039351852,neutral,3,1,12,neutral,16
NVDA,12/8/2022,0.01318743,neutral,1,0,8,neutral,9
META,12/8/2022,0.000803303,neutral,7,7,23,neutral,37
TSLA,12/8/2022,0.090242424,bullish,11,2,12,neutral,25
BTC,12/8/2022,0.043434343,neutral,6,2,23,neutral,31
AAPL,12/9/2022,0.119524387,bullish,13,1,11,bullish,25
MSFT,12/9/2022,0.117083333,bullish,6,1,9,neutral,16
GOOGL,12/9/2022,0.079107323,bullish,8,4,8,bullish,20
AMZN,12/9/2022,0.067206906,bullish,5,2,12,neutral,19
NVDA,12/9/2022,0.009835859,neutral,1,1,6,neutral,8
META,12/9/2022,-0.006163194,neutral,6,4,22,neutral,32
TSLA,12/9/2022,0.057424242,bullish,8,3,9,neutral,20
BTC,12/9/2022,0.067799317,bullish,9,2,23,neutral,34
AAPL,12/12/2022,0.137023916,bullish,8,2,7,bullish,17
MSFT,12/12/2022,0.021026936,neutral,4,1,13,neutral,18
GOOGL,12/12/2022,0.056913545,bullish,6,1,16,neutral,23
AMZN,12/12/2022,0.208333333,bullish,4,1,2,bullish,7
NVDA,12/12/2022,0.211111111,bullish,3,1,2,bullish,6
META,12/12/2022,0.07517538,bullish,9,2,15,neutral,26
TSLA,12/12/2022,0.087555556,bullish,5,4,6,neutral,15
BTC,12/12/2022,0.091600529,bullish,7,2,15,neutral,24
AAPL,12/13/2022,0.148890346,bullish,13,2,11,bullish,26
MSFT,12/13/2022,0.009435262,neutral,3,2,17,neutral,22
GOOGL,12/13/2022,0.007651515,neutral,4,3,15,neutral,22
AMZN,12/13/2022,0.116455338,bullish,7,4,6,bullish,17
NVDA,12/13/2022,0.270595238,bullish,7,1,2,bullish,10
META,12/13/2022,0.062376671,bullish,10,2,21,neutral,33
TSLA,12/13/2022,0.122061924,bullish,12,5,6,bullish,23
BTC,12/13/2022,0.048450047,neutral,8,5,21,neutral,34
AAPL,12/14/2022,0.142284323,bullish,13,1,14,neutral,28
MSFT,12/14/2022,0.115634921,bullish,6,1,14,neutral,21
GOOGL,12/14/2022,0.07898569,bullish,7,3,10,neutral,20
AMZN,12/14/2022,0.1611893,bullish,8,4,6,bullish,18
NVDA,12/14/2022,0.309077381,bullish,7,0,1,bullish,8
META,12/14/2022,0.051776021,bullish,15,5,21,neutral,41
TSLA,12/14/2022,0.137529138,bullish,11,3,12,neutral,26
BTC,12/14/2022,-0.010657306,neutral,3,7,29,neutral,39
AAPL,12/15/2022,0.160722078,bullish,15,0,10,bullish,25
MSFT,12/15/2022,0.116498316,bullish,8,0,10,neutral,18
GOOGL,12/15/2022,0.082137315,bullish,6,1,16,neutral,23
AMZN,12/15/2022,0.147496908,bullish,7,1,6,bullish,14
NVDA,12/15/2022,0.325,bullish,3,0,1,bullish,4
META,12/15/2022,0.027213413,neutral,8,7,28,neutral,43
TSLA,12/15/2022,0.080064103,bullish,6,2,18,neutral,26
BTC,12/15/2022,0.018262133,neutral,5,6,27,neutral,38
AAPL,12/16/2022,0.167045455,bullish,13,0,7,bullish,20
MSFT,12/16/2022,0.026515152,neutral,5,2,7,neutral,14
GOOGL,12/16/2022,0.036666667,neutral,4,1,20,neutral,25
AMZN,12/16/2022,0.066891053,bullish,6,1,8,neutral,15
NVDA,12/16/2022,-0.055555556,bearish,0,1,2,neutral,3
META,12/16/2022,0.02334845,neutral,6,7,29,neutral,42
TSLA,12/16/2022,0.049138889,neutral,5,1,14,neutral,20
BTC,12/16/2022,0.052388112,bullish,12,5,20,neutral,37
AAPL,12/19/2022,0.043675214,neutral,2,0,11,neutral,13
MSFT,12/19/2022,0.046818182,neutral,2,0,9,neutral,11
GOOGL,12/19/2022,-0.002146465,neutral,5,3,12,neutral,20
AMZN,12/19/2022,0.118686869,bullish,6,0,6,bullish,12
NVDA,12/19/2022,0.161458333,bullish,3,0,1,bullish,4
META,12/19/2022,0.031912202,neutral,8,6,18,neutral,32
TSLA,12/19/2022,0.041672278,neutral,5,1,9,neutral,15
BTC,12/19/2022,0.02478787,neutral,5,4,18,neutral,27
AAPL,12/20/2022,0.058511905,bullish,6,2,16,neutral,24
MSFT,12/20/2022,0.109031067,bullish,6,0,11,neutral,17
GOOGL,12/20/2022,0.085358852,bullish,9,3,7,bullish,19
AMZN,12/20/2022,0.103730159,bullish,6,0,9,neutral,15
NVDA,12/20/2022,0.119496753,bullish,6,0,4,bullish,10
META,12/20/2022,0.059646844,bullish,12,6,20,neutral,38
TSLA,12/20/2022,0.132427154,bullish,10,2,7,bullish,19
BTC,12/20/2022,0.061849183,bullish,12,5,24,neutral,41
AAPL,12/21/2022,0.089160562,bullish,9,3,14,neutral,26
MSFT,12/21/2022,0.088403078,bullish,7,0,11,neutral,18
GOOGL,12/21/2022,0.101523022,bullish,12,5,5,bullish,22
AMZN,12/21/2022,0.082358792,bullish,5,1,8,neutral,14
NVDA,12/21/2022,0.143149351,bullish,5,0,3,bullish,8
META,12/21/2022,0.063766028,bullish,10,4,21,neutral,35
TSLA,12/21/2022,0.074239864,bullish,10,3,18,neutral,31
BTC,12/21/2022,0.066991634,bullish,12,3,18,neutral,33
AAPL,12/22/2022,0.169146091,bullish,9,2,7,bullish,18
MSFT,12/22/2022,-0.019540404,neutral,4,2,9,neutral,15
GOOGL,12/22/2022,0.119470681,bullish,10,2,10,bullish,22
AMZN,12/22/2022,0.183243371,bullish,10,0,6,bullish,16
NVDA,12/22/2022,0.263515152,bullish,5,0,0,bullish,5
META,12/22/2022,0.044887119,neutral,9,6,24,neutral,39
TSLA,12/22/2022,0.039528995,neutral,8,3,21,neutral,32
BTC,12/22/2022,0.033229746,neutral,8,3,17,neutral,28
AAPL,12/23/2022,0.122821351,bullish,6,2,9,neutral,17
MSFT,12/23/2022,0.027301865,neutral,3,2,8,neutral,13
GOOGL,12/23/2022,0.086309524,bullish,7,2,11,neutral,20
AMZN,12/23/2022,0.130691919,bullish,7,1,7,bullish,15
NVDA,12/23/2022,0.24,bullish,4,0,3,bullish,7
META,12/23/2022,0.03759675,neutral,8,7,20,neutral,35
TSLA,12/23/2022,0.119977324,bullish,8,4,9,neutral,21
BTC,12/23/2022,0.026816636,neutral,7,3,18,neutral,28
AAPL,12/26/2022,0.16969697,bullish,5,1,5,bullish,11
MSFT,12/26/2022,0.099936869,bullish,8,0,4,bullish,12
GOOGL,12/26/2022,0.138229665,bullish,10,1,8,bullish,19
AMZN,12/26/2022,0.133181818,bullish,3,0,2,bullish,5
NVDA,12/26/2022,-0.051875,bearish,1,2,1,bearish,4
META,12/26/2022,0.051473829,bullish,5,0,17,neutral,22
TSLA,12/26/2022,0.01052381,neutral,2,1,11,neutral,14
BTC,12/26/2022,0.015271765,neutral,4,3,14,neutral,21
AAPL,12/27/2022,0.027528345,neutral,6,3,12,neutral,21
MSFT,12/27/2022,0.052112299,bullish,8,3,6,bullish,17
GOOGL,12/27/2022,0.036651515,neutral,7,2,11,neutral,20
AMZN,12/27/2022,0.02489899,neutral,4,2,5,neutral,11
NVDA,12/27/2022,-0.092708333,bearish,2,2,0,bullish,4
META,12/27/2022,0.002254089,neutral,6,1,21,neutral,28
TSLA,12/27/2022,0.075535354,bullish,10,2,8,bullish,20
BTC,12/27/2022,0.031360402,neutral,5,4,20,neutral,29
AAPL,12/28/2022,0.037703401,neutral,7,3,15,neutral,25
MSFT,12/28/2022,0.041489438,neutral,8,3,8,bullish,19
GOOGL,12/28/2022,0.004025974,neutral,7,4,10,neutral,21
AMZN,12/28/2022,0.075214646,bullish,7,3,6,bullish,16
NVDA,12/28/2022,0.079040404,bullish,5,1,2,bullish,8
META,12/28/2022,-0.010991529,neutral,7,2,27,neutral,36
TSLA,12/28/2022,0.048258586,neutral,11,3,11,bullish,25
BTC,12/28/2022,0.068175325,bullish,9,3,18,neutral,30
AAPL,12/29/2022,0.151957328,bullish,10,3,9,bullish,22
MSFT,12/29/2022,0.103687361,bullish,8,4,5,bullish,17
GOOGL,12/29/2022,0.092154882,bullish,9,3,6,bullish,18
AMZN,12/29/2022,0.067602398,bullish,5,3,5,bullish,13
NVDA,12/29/2022,0.130808081,bullish,3,0,4,neutral,7
META,12/29/2022,-0.014556277,neutral,5,5,24,neutral,34
TSLA,12/29/2022,0.008700724,neutral,6,4,13,neutral,23
BTC,12/29/2022,0.047910927,neutral,11,2,20,neutral,33
AAPL,12/30/2022,0.069480519,bullish,8,6,8,bullish,22
MSFT,12/30/2022,0.11718572,bullish,9,3,7,bullish,19
GOOGL,12/30/2022,0.100865801,bullish,8,2,5,bullish,15
AMZN,12/30/2022,0.057336861,bullish,5,5,8,neutral,18
NVDA,12/30/2022,-0.02037037,neutral,1,3,5,neutral,9
META,12/30/2022,-0.026677489,bearish,5,8,17,neutral,30
TSLA,12/30/2022,0.004604858,neutral,5,4,11,neutral,20
BTC,12/30/2022,0.005327256,neutral,12,7,22,neutral,41
AAPL,1/2/2023,0.117857143,bullish,7,2,6,bullish,15
MSFT,1/2/2023,-0.007259259,neutral,2,3,10,neutral,15
GOOGL,1/2/2023,0.000476518,neutral,8,5,9,neutral,22
AMZN,1/2/2023,0.276666667,bullish,2,0,2,bullish,4
NVDA,1/2/2023,0.6,bullish,3,0,0,bullish,3
META,1/2/2023,0.043521374,neutral,8,2,22,neutral,32
TSLA,1/2/2023,0.068292448,bullish,7,1,10,neutral,18
BTC,1/2/2023,0.043864839,neutral,5,3,14,neutral,22
AAPL,1/3/2023,0.116410534,bullish,12,3,12,bullish,27
MSFT,1/3/2023,0.08216792,bullish,7,1,11,neutral,19
GOOGL,1/3/2023,0.055520105,bullish,11,4,11,bullish,26
AMZN,1/3/2023,0.08982684,bullish,3,0,11,neutral,14
NVDA,1/3/2023,0.223434343,bullish,5,0,7,neutral,12
META,1/3/2023,0.059125902,bullish,12,3,25,neutral,40
TSLA,1/3/2023,0.118924242,bullish,7,0,13,neutral,20
BTC,1/3/2023,0.05338283,bullish,5,3,23,neutral,31
AAPL,1/4/2023,0.089490327,bullish,11,4,17,neutral,32
MSFT,1/4/2023,0.09272619,bullish,9,2,9,bullish,20
GOOGL,1/4/2023,0.083405797,bullish,7,2,14,neutral,23
AMZN,1/4/2023,0.048648247,neutral,4,1,12,neutral,17
NVDA,1/4/2023,0.071794872,bullish,2,1,10,neutral,13
META,1/4/2023,0.054215514,bullish,12,8,17,neutral,37
TSLA,1/4/2023,0.044261155,neutral,7,6,16,neutral,29
BTC,1/4/2023,0.044885608,neutral,8,3,28,neutral,39
AAPL,1/5/2023,0.080617284,bullish,13,3,11,bullish,27
MSFT,1/5/2023,0.041666667,neutral,5,2,12,neutral,19
GOOGL,1/5/2023,0.09064841,bullish,8,2,13,neutral,23
AMZN,1/5/2023,0.106481481,bullish,8,1,12,neutral,21
NVDA,1/5/2023,0.03973064,neutral,2,1,6,neutral,9
META,1/5/2023,0.062673962,bullish,10,6,20,neutral,36
TSLA,1/5/2023,0.059037784,bullish,11,8,5,bullish,24
BTC,1/5/2023,0.073452283,bullish,12,2,23,neutral,37
AAPL,1/6/2023,0.118517787,bullish,12,5,6,bullish,23
MSFT,1/6/2023,0.08875,bullish,4,1,11,neutral,16
GOOGL,1/6/2023,0.061764585,bullish,5,3,13,neutral,21
AMZN,1/6/2023,0.168085317,bullish,11,1,8,bullish,20
NVDA,1/6/2023,0.175,bullish,4,1,3,bullish,8
META,1/6/2023,0.083044321,bullish,12,2,21,neutral,35
TSLA,1/6/2023,0.059998032,bullish,8,4,10,neutral,22
BTC,1/6/2023,0.07086908,bullish,11,2,20,neutral,33
AAPL,1/9/2023,0.089147727,bullish,9,3,12,neutral,24
MSFT,1/9/2023,0.004015152,neutral,1,2,8,neutral,11
GOOGL,1/9/2023,0.04773569,neutral,8,6,5,bullish,19
AMZN,1/9/2023,0.036904762,neutral,2,1,4,neutral,7
NVDA,1/9/2023,0.102083333,bullish,1,0,3,neutral,4
META,1/9/2023,0.007063853,neutral,8,6,26,neutral,40
TSLA,1/9/2023,0.051858586,bullish,5,2,8,neutral,15
BTC,1/9/2023,0.046265031,neutral,10,2,17,neutral,29
AAPL,1/10/2023,0.12959337,bullish,11,4,11,bullish,26
MSFT,1/10/2023,0.101054018,bullish,7,3,13,neutral,23
GOOGL,1/10/2023,0.033014932,neutral,7,4,12,neutral,23
AMZN,1/10/2023,0.120906433,bullish,6,3,10,neutral,19
NVDA,1/10/2023,0.12797619,bullish,4,1,5,neutral,10
META,1/10/2023,0.006349078,neutral,11,10,35,neutral,56
TSLA,1/10/2023,0.081019377,bullish,8,1,12,neutral,21
BTC,1/10/2023,0.053437001,bullish,9,5,17,neutral,31
AAPL,1/11/2023,0.132866317,bullish,10,5,12,neutral,27
MSFT,1/11/2023,0.06895303,bullish,5,1,19,neutral,25
GOOGL,1/11/2023,0.034265734,neutral,7,2,17,neutral,26
AMZN,1/11/2023,0.151280452,bullish,7,2,8,neutral,17
NVDA,1/11/2023,0.079365079,bullish,3,2,5,neutral,10
META,1/11/2023,0.018815135,neutral,13,11,21,neutral,45
TSLA,1/11/2023,0.139313262,bullish,10,0,12,neutral,22
BTC,1/11/2023,0.070903447,bullish,9,5,17,neutral,31
AAPL,1/12/2023,0.110907201,bullish,7,2,16,neutral,25
MSFT,1/12/2023,0.063303063,bullish,5,2,19,neutral,26
GOOGL,1/12/2023,0.008888312,neutral,7,3,15,neutral,25
AMZN,1/12/2023,0.144581105,bullish,7,0,10,neutral,17
NVDA,1/12/2023,0.053240741,bullish,2,1,9,neutral,12
META,1/12/2023,0.025663957,neutral,11,7,23,neutral,41
TSLA,1/12/2023,0.149565217,bullish,8,0,15,neutral,23
BTC,1/12/2023,0.073289653,bullish,10,1,26,neutral,37
AAPL,1/13/2023,0.09510096,bullish,11,1,19,neutral,31
MSFT,1/13/2023,0.042752926,neutral,4,2,15,neutral,21
GOOGL,1/13/2023,0.077379287,bullish,9,3,14,neutral,26
AMZN,1/13/2023,0.110175439,bullish,6,1,12,neutral,19
NVDA,1/13/2023,0.108205128,bullish,4,0,9,neutral,13
META,1/13/2023,0.036738934,neutral,12,5,24,neutral,41
TSLA,1/13/2023,0.053933333,bullish,3,0,22,neutral,25
BTC,1/13/2023,0.060920429,bullish,10,2,23,neutral,35
AAPL,1/16/2023,0.087348485,bullish,4,0,6,neutral,10
MSFT,1/16/2023,0.013095238,neutral,4,2,8,neutral,14
GOOGL,1/16/2023,0.075571651,bullish,8,2,16,neutral,26
AMZN,1/16/2023,0.183106576,bullish,5,1,1,bullish,7
NVDA,1/16/2023,0.125,bullish,2,0,2,bullish,4
META,1/16/2023,0.076229557,bullish,9,3,16,neutral,28
TSLA,1/16/2023,0.02455711,neutral,2,1,10,neutral,13
BTC,1/16/2023,0.060179748,bullish,9,0,14,neutral,23
AAPL,1/17/2023,0.066570248,bullish,8,2,12,neutral,22
MSFT,1/17/2023,0.117083333,bullish,7,0,9,neutral,16
GOOGL,1/17/2023,0.118850846,bullish,10,0,12,neutral,22
AMZN,1/17/2023,0.165978836,bullish,8,1,3,bullish,12
NVDA,1/17/2023,0.126587302,bullish,3,1,3,bullish,7
META,1/17/2023,0.084927048,bullish,11,3,16,neutral,30
TSLA,1/17/2023,0.062746914,bullish,5,3,10,neutral,18
BTC,1/17/2023,0.039669112,neutral,11,1,24,neutral,36
AAPL,1/18/2023,0.111060895,bullish,12,2,11,bullish,25
MSFT,1/18/2023,0.028119869,neutral,7,3,19,neutral,29
GOOGL,1/18/2023,0.121678692,bullish,11,2,5,bullish,18
AMZN,1/18/2023,0.106574183,bullish,10,0,12,neutral,22
NVDA,1/18/2023,0.077222222,bullish,1,1,3,neutral,5
META,1/18/2023,0.045822511,neutral,10,5,10,bullish,25
TSLA,1/18/2023,0.086740741,bullish,5,2,8,neutral,15
BTC,1/18/2023,0.027981278,neutral,8,2,29,neutral,39
AAPL,1/19/2023,0.073711957,bullish,9,2,11,neutral,22
MSFT,1/19/2023,0.006579654,neutral,6,4,15,neutral,25
GOOGL,1/19/2023,0.03313386,neutral,7,5,5,bullish,17
AMZN,1/19/2023,0.057231602,bullish,6,0,14,neutral,20
NVDA,1/19/2023,0,neutral,0,0,6,neutral,6
META,1/19/2023,0.061903216,bullish,11,2,15,neutral,28
TSLA,1/19/2023,-0.016176471,neutral,4,5,8,neutral,17
BTC,1/19/2023,0.071185265,bullish,14,5,17,neutral,36
AAPL,1/20/2023,0.099380001,bullish,10,2,10,bullish,22
MSFT,1/20/2023,0.091117424,bullish,7,2,11,neutral,20
GOOGL,1/20/2023,0.027727954,neutral,11,7,18,neutral,36
AMZN,1/20/2023,0.11341042,bullish,7,1,11,neutral,19
NVDA,1/20/2023,0.048958333,neutral,2,1,5,neutral,8
META,1/20/2023,0.062636661,bullish,13,3,18,neutral,34
TSLA,1/20/2023,0.024607843,neutral,5,3,9,neutral,17
BTC,1/20/2023,0.076501159,bullish,15,4,14,bullish,33
AAPL,1/23/2023,0.075707071,bullish,9,3,7,bullish,19
MSFT,1/23/2023,0.031313131,neutral,3,1,17,neutral,21
GOOGL,1/23/2023,0.04184352,neutral,8,3,13,neutral,24
AMZN,1/23/2023,0.062366162,bullish,4,0,11,neutral,15
NVDA,1/23/2023,0.114285714,bullish,2,0,5,neutral,7
META,1/23/2023,0.030684223,neutral,7,3,18,neutral,28
TSLA,1/23/2023,0.079393939,bullish,6,0,14,neutral,20
BTC,1/23/2023,0.12674026,bullish,10,0,15,neutral,25
AAPL,1/24/2023,0.093531746,bullish,11,2,9,bullish,22
MSFT,1/24/2023,0.009108669,neutral,4,1,21,neutral,26
GOOGL,1/24/2023,0.026812036,neutral,7,3,17,neutral,27
AMZN,1/24/2023,0.056646465,bullish,6,0,14,neutral,20
NVDA,1/24/2023,0.126681397,bullish,7,0,5,bullish,12
META,1/24/2023,0.057381821,bullish,14,2,20,neutral,36
TSLA,1/24/2023,0.073537458,bullish,8,0,16,neutral,24
BTC,1/24/2023,0.070834776,bullish,12,3,20,neutral,35
AAPL,1/25/2023,0.087231842,bullish,8,0,10,neutral,18
MSFT,1/25/2023,0.028817791,neutral,7,4,17,neutral,28
GOOGL,1/25/2023,0.066366871,bullish,10,0,19,neutral,29
AMZN,1/25/2023,0.08963965,bullish,7,1,10,neutral,18
NVDA,1/25/2023,0.079410009,bullish,6,0,5,bullish,11
META,1/25/2023,0.02212488,neutral,11,3,31,neutral,45
TSLA,1/25/2023,0.07311155,bullish,6,1,16,neutral,23
BTC,1/25/2023,0.050221916,bullish,11,2,20,neutral,33
AAPL,1/26/2023,0.059482988,bullish,6,3,10,neutral,19
MSFT,1/26/2023,0.047465629,neutral,8,4,18,neutral,30
GOOGL,1/26/2023,0.062012987,bullish,8,1,16,neutral,25
AMZN,1/26/2023,0.076349607,bullish,8,1,9,neutral,18
NVDA,1/26/2023,0.080952381,bullish,2,0,5,neutral,7
META,1/26/2023,-0.015276596,neutral,2,8,33,neutral,43
TSLA,1/26/2023,0.07085327,bullish,3,1,15,neutral,19
BTC,1/26/2023,0.038718801,neutral,8,1,22,neutral,31
AAPL,1/27/2023,0.084367414,bullish,5,3,9,neutral,17
MSFT,1/27/2023,0.040550239,neutral,6,3,10,neutral,19
GOOGL,1/27/2023,0.031573593,neutral,6,1,18,neutral,25
AMZN,1/27/2023,0.113033109,bullish,9,2,7,bullish,18
NVDA,1/27/2023,0.146666667,bullish,2,0,3,neutral,5
META,1/27/2023,0.006684737,neutral,5,6,26,neutral,37
TSLA,1/27/2023,0.118278437,bullish,8,2,13,neutral,23
BTC,1/27/2023,0.056738859,bullish,11,1,22,neutral,34
AAPL,1/30/2023,0.101415781,bullish,9,1,12,neutral,22
MSFT,1/30/2023,0.074694565,bullish,6,0,12,neutral,18
GOOGL,1/30/2023,0.054122807,bullish,8,3,8,bullish,19
AMZN,1/30/2023,0.170604396,bullish,8,0,5,bullish,13
NVDA,1/30/2023,0.148643991,bullish,2,0,3,neutral,5
META,1/30/2023,0.076466769,bullish,12,2,20,neutral,34
TSLA,1/30/2023,0.087380952,bullish,6,2,5,bullish,13
BTC,1/30/2023,-0.034516317,bearish,4,7,15,neutral,26
AAPL,1/31/2023,0.110623196,bullish,11,1,12,neutral,24
MSFT,1/31/2023,0.093842507,bullish,10,0,11,neutral,21
GOOGL,1/31/2023,0.057108586,bullish,8,1,15,neutral,24
AMZN,1/31/2023,-0.01478836,neutral,5,3,10,neutral,18
NVDA,1/31/2023,0.051283699,bullish,3,2,4,neutral,9
META,1/31/2023,0.074974567,bullish,13,2,20,neutral,35
TSLA,1/31/2023,0.075555556,bullish,5,1,13,neutral,19
BTC,1/31/2023,0.012708434,neutral,13,11,18,neutral,42
AAPL,2/1/2023,0.104781746,bullish,9,0,12,neutral,21
MSFT,2/1/2023,0.093545964,bullish,8,0,9,neutral,17
GOOGL,2/1/2023,0.044473304,neutral,5,1,15,neutral,21
AMZN,2/1/2023,0.044929972,neutral,7,3,7,bullish,17
NVDA,2/1/2023,-0.039666667,bearish,2,2,1,bullish,5
META,2/1/2023,0.037343118,neutral,12,3,28,neutral,43
TSLA,2/1/2023,0.068576389,bullish,3,2,11,neutral,16
BTC,2/1/2023,0.085714646,bullish,21,4,15,bullish,40
AAPL,2/2/2023,0.053640572,bullish,6,1,17,neutral,24
MSFT,2/2/2023,0.051666667,bullish,5,1,9,neutral,15
GOOGL,2/2/2023,0.040104895,neutral,8,1,17,neutral,26
AMZN,2/2/2023,0.116869048,bullish,10,2,8,bullish,20
NVDA,2/2/2023,0.054761905,bullish,2,0,3,neutral,5
META,2/2/2023,0.064026894,bullish,21,2,31,neutral,54
TSLA,2/2/2023,0.02026738,neutral,4,5,8,neutral,17
BTC,2/2/2023,0.061092746,bullish,12,3,18,neutral,33
AAPL,2/3/2023,0.049514375,neutral,8,2,16,neutral,26
MSFT,2/3/2023,0.035,neutral,2,2,12,neutral,16
GOOGL,2/3/2023,-0.000354078,neutral,6,5,20,neutral,31
AMZN,2/3/2023,0.05297808,bullish,6,3,12,neutral,21
NVDA,2/3/2023,0.084353741,bullish,2,0,5,neutral,7
META,2/3/2023,0.089813901,bullish,21,4,25,neutral,50
TSLA,2/3/2023,-0.015614035,neutral,5,2,12,neutral,19
BTC,2/3/2023,0.02478208,neutral,9,4,23,neutral,36
AAPL,2/6/2023,0.107424242,bullish,10,4,9,bullish,23
MSFT,2/6/2023,0.009710884,neutral,3,3,12,neutral,18
GOOGL,2/6/2023,0.025885702,neutral,8,4,14,neutral,26
AMZN,2/6/2023,0.078848908,bullish,6,2,11,neutral,19
